problem,instance,repeat,block,destroy,repair,seed,n_remove,routes_before,routes_after,cost_before,cost_after,gain,relative_gain_pct
cvrp,0,2,2,random_removal,greedy_with_noise,13319592293850763032,10,8,8,20.7636455329248,19.879576568004126,0.8840689649206759,4.257773344853208
cvrp,0,2,2,random_removal,best_position_first,6839653516178821657,10,8,8,20.7636455329248,19.747656276496603,1.015989256428199,4.893115974346365
cvrp,0,2,2,random_removal,sequential_insertion,13781640431957588660,10,8,8,20.7636455329248,19.31435042818227,1.4492951047425322,6.979964584949173
cvrp,0,2,2,shaw_removal,greedy_insertion,13516894424582038620,10,8,8,20.7636455329248,19.889269370842495,0.8743761620823065,4.211091740589642
cvrp,0,2,2,shaw_removal,regret_2,14707715516446479994,10,8,8,20.7636455329248,19.38260245502198,1.3810430779028202,6.651255318883707
cvrp,0,2,2,shaw_removal,regret_3,7605078707846270914,10,8,8,20.7636455329248,19.547807100730545,1.215838432194257,5.85561157970217
cvrp,0,2,2,shaw_removal,greedy_with_noise,2668696207358423789,10,8,8,20.7636455329248,19.439086692113467,1.324558840811335,6.379221022199541
cvrp,0,2,2,shaw_removal,best_position_first,15418038453422928538,10,8,8,20.7636455329248,19.488217408708515,1.2754281242162868,6.1426020887991335
cvrp,0,2,2,shaw_removal,sequential_insertion,6217390343491202533,10,8,8,20.7636455329248,19.648543515573614,1.1151020173511874,5.370453929118449
cvrp,0,2,2,worst_removal,greedy_insertion,5246179327154167103,10,8,8,20.7636455329248,19.80624785679167,0.9573976761331302,4.610932481076071
cvrp,0,2,2,worst_removal,regret_2,8090447231200151009,10,8,8,20.7636455329248,18.61326064329044,2.15038488963436,10.356490078895375
cvrp,0,2,2,worst_removal,regret_3,1758490626464126642,10,8,8,20.7636455329248,18.511567043653752,2.2520784892710495,10.846257636694581
cvrp,0,2,2,worst_removal,greedy_with_noise,10839409531334366070,10,8,8,20.7636455329248,19.038336628222364,1.7253089047024375,8.309277395275432
cvrp,0,2,2,worst_removal,best_position_first,13825789945286723781,10,8,8,20.7636455329248,18.48895712647402,2.2746884064507817,10.955149483956564
cvrp,0,2,2,worst_removal,sequential_insertion,7500333545287291537,10,8,8,20.7636455329248,18.944517169004698,1.819128363920104,8.761122226997767
cvrp,0,2,2,route_removal,greedy_insertion,14554763252873470240,10,8,8,20.7636455329248,20.92785563389855,-0.16421010097374733,-0.790853902381257
cvrp,0,2,2,route_removal,regret_2,4177105138857468409,10,8,8,20.7636455329248,21.10238923355361,-0.33874370062880743,-1.6314269095552771
cvrp,0,2,2,route_removal,regret_3,16841051749354409757,10,8,8,20.7636455329248,21.052675651363412,-0.2890301184386104,-1.3920008313583319
cvrp,0,2,2,route_removal,greedy_with_noise,18198075335273294178,10,8,8,20.7636455329248,20.878554183813364,-0.11490865088856239,-0.5534126977189644
cvrp,0,2,2,route_removal,best_position_first,15747006556726144258,10,8,8,20.7636455329248,20.802507573613376,-0.03886204068857424,-0.18716386111943065
cvrp,0,2,2,route_removal,sequential_insertion,16338717186744010652,10,8,8,20.7636455329248,21.120542179445714,-0.35689664652091224,-1.718853493019726
