problem,instance,repeat,block,destroy,repair,seed,n_remove,routes_before,routes_after,cost_before,cost_after,gain,relative_gain_pct
cvrp,0,0,0,random_removal,greedy_insertion,15336196180900590447,15,8,8,19.96090138916856,18.18426604932423,1.7766353398443293,8.900576708466634
cvrp,0,0,0,random_removal,regret_2,7971086580457912539,15,8,8,19.96090138916856,18.93470980611341,1.026191583055148,5.141008229277628
cvrp,0,0,0,random_removal,regret_3,13652801504400678522,15,8,8,19.96090138916856,17.87256091017484,2.088340478993718,10.46215518166389
cvrp,0,0,0,random_removal,greedy_with_noise,15623614376185770855,15,8,8,19.96090138916856,18.325319045969785,1.6355823431987737,8.193930280554838
cvrp,0,0,0,random_removal,best_position_first,5189364354949950430,15,8,8,19.96090138916856,18.03778225083067,1.9231191383378885,9.634430333799635
cvrp,0,0,0,random_removal,sequential_insertion,15469038367081097704,15,8,8,19.96090138916856,18.57179613056771,1.3891052586008499,6.9591309105641095
cvrp,0,0,0,shaw_removal,greedy_insertion,117473776165045232,15,8,8,19.96090138916856,18.63516243736068,1.3257389518078782,6.641678779733202
cvrp,0,0,0,shaw_removal,regret_2,5643541476169303175,15,8,8,19.96090138916856,18.788150253789784,1.1727511353787747,5.875241365678747
cvrp,0,0,0,shaw_removal,regret_3,2328504578251071305,15,8,8,19.96090138916856,18.182464573175984,1.778436815992574,8.909601732502985
cvrp,0,0,0,shaw_removal,greedy_with_noise,8157172123499889902,15,8,8,19.96090138916856,18.54370227242129,1.4171991167472697,7.099875346893345
cvrp,0,0,0,shaw_removal,best_position_first,8594920539251760358,15,8,8,19.96090138916856,17.744057658218033,2.216843730950526,11.105929976456165
cvrp,0,0,0,shaw_removal,sequential_insertion,13443460538938572421,15,8,8,19.96090138916856,18.507295368620703,1.4536060205478556,7.28226642779083
cvrp,0,0,0,worst_removal,greedy_insertion,6674495361553446376,15,8,8,19.96090138916856,17.79651818891147,2.164383200257088,10.843113535100944
cvrp,0,0,0,worst_removal,regret_2,17961680741319302831,15,8,8,19.96090138916856,16.802672560934354,3.158228828234204,15.822075199209003
cvrp,0,0,0,worst_removal,regret_3,16189124310014357476,15,8,8,19.96090138916856,17.088646258479645,2.872255130688913,14.389405942596827
cvrp,0,0,0,worst_removal,greedy_with_noise,10148704272244348674,15,8,8,19.96090138916856,17.48313353812302,2.477767851045538,12.41310601529276
cvrp,0,0,0,worst_removal,best_position_first,8282880008344367897,15,8,8,19.96090138916856,17.885698458694918,2.0752029304736404,10.396338772555199
cvrp,0,0,0,worst_removal,sequential_insertion,10044122708387804937,15,8,8,19.96090138916856,17.43848732523019,2.522414063938367,12.636774335787821
cvrp,0,0,0,route_removal,greedy_insertion,590512871415538343,15,8,8,19.96090138916856,20.587182539966342,-0.6262811507977837,-3.137539425637484
cvrp,0,0,0,route_removal,regret_2,11820404632013595279,15,8,7,19.96090138916856,19.766986887290052,0.19391450187850623,0.9714716690285872
cvrp,0,0,0,route_removal,regret_3,899347048685253119,15,8,8,19.96090138916856,18.569439559802287,1.3914618293662713,6.970936844171397
cvrp,0,0,0,route_removal,greedy_with_noise,927007624207414351,15,8,8,19.96090138916856,20.04396319240703,-0.08306180323847201,-0.4161225067899192
cvrp,0,0,0,route_removal,best_position_first,2543856553355614472,15,8,7,19.96090138916856,18.19194147514358,1.768959914024979,8.8621244077929
cvrp,0,0,0,route_removal,sequential_insertion,13116909284864351437,15,8,8,19.96090138916856,18.65490214144456,1.3059992477239994,6.542786932621579
cvrp,0,0,0,cluster_removal,greedy_insertion,13150599452388135471,15,8,8,19.96090138916856,17.78571426144588,2.1751871277226797,10.897238983921877
cvrp,0,0,0,cluster_removal,regret_2,3615355725489489323,15,8,8,19.96090138916856,17.67111719191816,2.2897841972503983,11.471346672214464
cvrp,0,0,0,cluster_removal,regret_3,17394563463179343320,15,8,8,19.96090138916856,17.507954728451043,2.452946660717515,12.288756969906002
cvrp,0,0,0,cluster_removal,greedy_with_noise,2316709768369698497,15,8,8,19.96090138916856,18.45606925257716,1.5048321365914,7.538898706287741
cvrp,0,0,0,cluster_removal,best_position_first,12528409453243108458,15,8,8,19.96090138916856,18.05621330298978,1.9046880861787798,9.542094562985648
cvrp,0,0,0,cluster_removal,sequential_insertion,13060483967419356548,15,8,8,19.96090138916856,18.006330892797727,1.954570496370831,9.791995152240196
cvrp,0,0,0,time_oriented_removal,greedy_insertion,12689192757297990793,15,8,8,19.96090138916856,19.103140544761605,0.857760844406954,4.297204959253008
cvrp,0,0,0,time_oriented_removal,regret_2,8207621158870274811,15,8,8,19.96090138916856,20.061759693888202,-0.10085830471964385,-0.5052793095524879
cvrp,0,0,0,time_oriented_removal,regret_3,13617328267100469976,15,8,7,19.96090138916856,18.22451837503795,1.7363830141306096,8.698920856714558
cvrp,0,0,0,time_oriented_removal,greedy_with_noise,3952611505884795994,15,8,8,19.96090138916856,18.432196442737894,1.5287049464306648,7.658496560982914
cvrp,0,0,0,time_oriented_removal,best_position_first,15844848800123012074,15,8,8,19.96090138916856,18.325000469451307,1.6359009197172512,8.195526283221582
cvrp,0,0,0,time_oriented_removal,sequential_insertion,8104503622977605193,15,8,8,19.96090138916856,18.293878408063584,1.6670229811049744,8.351441393370923
cvrp,0,1,1,random_removal,greedy_insertion,1951738132100363693,15,8,8,21.399444232022965,18.298986125999285,3.10045810602368,14.488498263819551
cvrp,0,1,1,random_removal,regret_2,4910700749252371684,15,8,8,21.399444232022965,18.0246460457138,3.374798186309164,15.770494549849028
cvrp,0,1,1,random_removal,regret_3,12772090323004632766,15,8,8,21.399444232022965,18.0246460457138,3.374798186309164,15.770494549849028
cvrp,0,1,1,random_removal,greedy_with_noise,6213937305897345676,15,8,8,21.399444232022965,18.66408520337487,2.7353590286480944,12.782383500197618
cvrp,0,1,1,random_removal,best_position_first,12056923617364654124,15,8,8,21.399444232022965,18.576783038603747,2.8226611934192185,13.190348136215977
cvrp,0,1,1,random_removal,sequential_insertion,6745255788075450354,15,8,8,21.399444232022965,18.12531977132091,3.2741244607020548,15.300044361911638
cvrp,0,1,1,shaw_removal,greedy_insertion,4033515326306290514,15,8,8,21.399444232022965,19.181893032281145,2.21755119974182,10.362657906897365
cvrp,0,1,1,shaw_removal,regret_2,10894659172223434976,15,8,8,21.399444232022965,18.501037693015462,2.898406539007503,13.544307541736128
cvrp,0,1,1,shaw_removal,regret_3,9855218437586399722,15,8,8,21.399444232022965,18.831446977902374,2.5679972541205913,12.00029882214296
cvrp,0,1,1,shaw_removal,greedy_with_noise,14589852477705062411,15,8,8,21.399444232022965,20.16454993112429,1.2348943008986737,5.770683983702388
cvrp,0,1,1,shaw_removal,best_position_first,6354712182107798554,15,8,8,21.399444232022965,19.64139913824176,1.758045093781206,8.215377346811646
cvrp,0,1,1,shaw_removal,sequential_insertion,9728778090702385878,15,8,8,21.399444232022965,19.54198662171999,1.8574576103029763,8.679933881289328
